,acousticness,artist,audio_mode,audio_valence,danceability,energy,explicit,instrumentalness,key,liveness,loudness,song_duration_ms,song_name,song_popularity,speechiness,tempo,time_signature
1356,0.153,AC/DC,1,0.435,0.754,0.759,False,0.0001139999999999,9,0.1009999999999999,-5.218,214666,T.N.T.,78,0.302,126.367,4
1357,0.166,,1,0.55,0.486,0.45,,2.06e-06,5,0.54,-10.298,254293,Starman - 2012 Remastered Version,73,0.0267,100.456,4
1358,0.0338,The Police,0,0.8690000000000001,0.5770000000000001,0.8079999999999999,False,1.33e-05,1,0.221,-7.04,290280,Message In A Bottle - Remastered 2003,71,0.039,151.00799999999998,4
1359,0.0637,Supertramp,1,0.4629999999999999,0.5329999999999999,0.8220000000000001,False,0.00795,2,0.259,-5.419,248173,Give A Little Bit,33,0.0474,91.353,4
1360,0.426,The Rolling Stones,0,0.828,0.7959999999999999,0.711,False,0.00381,9,0.364,-4.755,288666,Miss You - Remastered,59,0.0427,109.673,4
1361,0.0055899999999999,Donna Summer,1,0.966,0.823,0.743,False,0.0306,0,0.0707,-13.98,314760,Hot Stuff,25,0.0316,120.471,4
1362,0.252,,1,0.6829999999999999,0.36,0.851,,3.77e-06,8,0.0802,-5.542000000000001,263826,The Boys Are Back In Town,27,0.0838,79.39,4
1363,0.679,Santana,0,0.633,0.497,0.552,False,0.0314,9,0.089,-7.102,195866,Black Magic Woman,66,0.0307,124.359,4
1364,0.0607,Eric Clapton,1,0.6759999999999999,0.6990000000000001,0.502,False,0.0337,9,0.317,-12.526,221640,Cocaine,70,0.0278,105.266,4
1365,0.016,,1,0.584,0.502,0.6809999999999999,,0.107,7,0.102,-8.263,213813,"""Heroes"" - Single Version; 2014 Remastered Version",58,0.0276,112.16,4
1366,0.0388,,1,0.915,0.621,0.5720000000000001,,0.0,9,0.0873,-9.979,230453,It Never Rains in Southern California,47,0.0267,116.391,4
1367,0.118,Redbone,1,0.8290000000000001,0.648,0.741,False,0.000802,2,0.0645,-8.568,300666,Come and Get Your Love,58,0.0658,105.794,4
1368,0.048,,1,0.495,0.44,0.565,,0.0,7,0.213,-11.657,194440,Ziggy Stardust - 2012 Remastered Version,65,0.121,161.124,4
1369,0.0643,,1,0.728,0.723,0.969,,0.0,6,0.115,-4.516,286800,YMCA - Original Version 1978,71,0.142,126.653,4
1370,0.782,Bill Withers,1,0.423,0.619,0.22,False,1.19e-05,0,0.124,-13.843,258834,Lean on Me,69,0.0667,75.16,4
1371,0.639,,1,0.216,0.442,0.384,,7.7e-05,10,0.0539,-14.635,235986,Life On Mars? - 2015 Remastered Version,71,0.0414,123.281,4
1372,0.481,,1,0.446,0.4039999999999999,0.754,,0.489,1,0.318,-10.31,426173,Layla,22,0.0556,115.536,4
1373,0.387,Paul McCartney,1,0.373,0.471,0.494,False,0.0944,7,0.617,-10.407,229826,Maybe I’m Amazed - Remastered 2011,22,0.0312,79.255,4
1374,0.0195,Elton John,1,0.94,0.513,0.979,False,0.0951,0,0.0906,-6.362,295466,Saturday Night’s Alright (For Fighting) - Remastered 2014,20,0.0425,152.875,4
1375,0.108,,0,0.846,0.599,0.807,,0.0,8,0.348,-6.971,177213,"If I Can't Have You - From ""Saturday Night Fever""",50,0.0412,109.497,4
1376,0.0876,Boney M.,0,0.8029999999999999,0.647,0.868,False,0.124,0,0.129,-6.4270000000000005,242240,Sunny,65,0.105,121.822,4
1377,0.0832,Wings,1,0.669,0.479,0.601,False,0.0014199999999999,7,0.11,-8.806000000000001,313026,Band On The Run - Remastered 2010,30,0.0318,124.966,4
1378,0.171,,0,0.885,0.614,0.763,,0.0,4,0.119,-8.949,313706,Young Americans - 2016 Remastered Version,61,0.133,84.236,4
1379,0.0848,Leo Sayer,0,0.733,0.728,0.718,False,0.0,8,0.0579,-5.281000000000001,219466,You Make Me Feel Like Dancing - Remastered,48,0.0501,95.922,4
1380,0.177,Elton John,1,0.787,0.728,0.8240000000000001,False,1.48e-06,5,0.06,-8.632,275440,Don't Go Breaking My Heart,75,0.0353,131.468,4
1381,0.2019999999999999,Barry White,1,0.779,0.74,0.605,False,0.000107,5,0.0515,-10.924,270333,"Can't Get Enough Of Your Love, Babe",55,0.0539,111.78,4
1382,0.435,,0,0.922,0.8370000000000001,0.407,,0.000487,7,0.174,-12.416,267746,Dreadlock Holiday,24,0.0563,105.013,4
1383,0.0916,The Doobie Brothers,0,0.843,0.575,0.912,False,0.00211,7,0.0562,-7.275,207266,Long Train Runnin',72,0.0393,117.399,4
1384,0.22,Supertramp,1,0.37,0.414,0.7,False,0.000721,5,0.114,-8.838,308853,Take The Long Way Home - 2010 Remastered,23,0.0301,76.79,4
1385,0.105,,0,0.805,0.245,0.833,,0.0,1,0.359,-5.555,232600,What's Going On,30,0.1159999999999999,205.375,4
1386,0.297,,0,0.708,0.722,0.787,,0.0070599999999999,7,0.146,-7.332999999999999,298794,Strawberry Letter 23,17,0.0508,90.839,4
1387,0.412,,1,0.611,0.225,0.687,,0.0014199999999999,5,0.147,-10.236,293426,Bat Out of Hell,52,0.0462,173.49400000000003,4
1388,0.000679,Barry White,1,0.879,0.633,0.542,False,0.00434,5,0.0754,-12.318,206936,"You're The First, The Last, My Everything",15,0.0316,130.314,4
1389,0.0398,,1,0.88,0.6859999999999999,0.632,,2.2e-06,9,0.0686,-11.433,192133,Don't Stop,23,0.0353,118.965,4
1390,0.0393,,1,0.883,0.58,0.732,,0.00116,0,0.0821,-8.585,293840,My Sharona,16,0.0358,147.194,4
1391,0.00125,,0,0.532,0.368,0.928,,0.0011099999999999,9,0.301,-8.369,308440,(Don't Fear) The Reaper,19,0.0593,141.175,4
1392,0.256,,1,0.718,0.6779999999999999,0.499,,9.85e-05,9,0.051,-12.816,296000,Africa,70,0.0308,92.627,4
1393,0.0153,,0,0.833,0.728,0.518,,4.19e-05,11,0.103,-11.114,270946,Maneater - Radio Edit,58,0.038,88.708,4
1394,0.0891,Michael Sembello,0,0.835,0.617,0.5329999999999999,False,4.04e-06,3,0.0415,-11.515999999999998,244706,Maniac,72,0.0651,158.86,4
1395,0.413,,1,0.6759999999999999,0.828,0.447,,0.00335,1,0.074,-10.563,253733,Every Breath You Take,45,0.0349,117.391,4
1396,0.0465,Bryan Adams,0,0.335,0.382,0.589,False,0.0,9,0.122,-7.315,243360,Heaven,75,0.0267,140.059,4
1397,0.0512,,1,0.8,0.862,0.401,,0.00607,4,0.18,-12.088,201000,I Want To Break Free,22,0.0374,109.142,4
1398,0.363,Tears For Fears,1,0.552,0.637,0.8109999999999999,False,0.00451,7,0.107,-11.345,251480,Everybody Wants To Rule The World,40,0.0583,112.053,4
1399,0.186,,1,0.8759999999999999,0.618,0.764,,0.0,0,0.12,-6.027,230693,Wake Me Up Before You Go-Go,27,0.0562,81.366,4
1400,0.214,,1,0.928,0.6609999999999999,0.552,,0.0,10,0.206,-12.385,252760,Karma Chameleon,66,0.0337,92.056,4
1401,0.159,Kenny Loggins,1,0.5820000000000001,0.564,0.911,False,4.36e-05,2,0.118,-5.39,226293,Footloose,73,0.0536,173.938,4
1402,0.1889999999999999,U.S.A. For Africa,1,0.292,0.528,0.447,False,0.0,4,0.0745,-15.255,427333,We Are The World,68,0.0435,72.58,4
1403,0.0148,Crowded House,1,0.551,0.439,0.422,False,4.84e-05,8,0.0697,-17.227,236933,Don't Dream It's Over,75,0.0409,81.833,4
1404,0.00201,Bruce Springsteen,1,0.512,0.397,0.861,False,2.49e-05,4,0.35,-12.156,278826,Born In The U.S.A.,54,0.0569,121.856,4
1405,0.0964,Huey Lewis & The News,1,0.962,0.768,0.8290000000000001,False,2.92e-05,5,0.0969999999999999,-5.109,234333,The Power Of Love,71,0.0313,118.773,4
1406,0.125,,1,0.515,0.655,0.5329999999999999,,0.0,5,0.245,-12.173,221773,Bette Davis Eyes - Radio Edit; 1997 Remastered Version,26,0.03,116.055,4
1407,0.597,Joe Cocker,1,0.361,0.573,0.429,False,8.18e-05,2,0.0839,-8.68,233240,Up Where We Belong,52,0.0294,139.097,4
1408,0.0857,Bruce Springsteen,1,0.972,0.6409999999999999,0.894,False,0.009,8,0.157,-7.41,199453,Hungry Heart,68,0.0273,109.823,4
1409,0.2739999999999999,George Michael,1,0.6829999999999999,0.727,0.68,False,0.0,4,0.31,-11.297,241920,I Knew You Were Waiting (For Me),52,0.0445,107.775,4
1410,0.0243,,0,0.7929999999999999,0.64,0.852,,1.82e-06,1,0.0497,-8.119,246520,Heaven Is a Place on Earth,73,0.0345,122.902,4
1411,0.0678,Bon Jovi,0,0.802,0.54,0.96,False,2.34e-06,0,0.342,-2.971,222706,You Give Love A Bad Name,25,0.0521,122.761,4
1412,0.115,Rick Astley,1,0.914,0.721,0.939,False,3.79e-05,8,0.108,-11.823,213573,Never Gonna Give You Up,75,0.0376,113.309,4
1413,0.0299,,1,0.622,0.607,0.784,,3.85e-06,0,0.288,-7.962999999999999,213986,A Little Respect - 2009 Remastered Version,70,0.0258,113.804,4
1414,0.0778,Bon Jovi,1,0.795,0.532,0.887,False,0.000214,0,0.294,-3.757,249293,Livin' On A Prayer,78,0.0335,122.511,4
1415,0.218,Fleetwood Mac,1,0.764,0.69,0.54,False,0.00657,4,0.115,-10.515999999999998,222733,Everywhere,31,0.0317,114.846,4
1416,0.0139,U2,1,0.6859999999999999,0.565,0.764,False,0.00488,1,0.079,-9.43,277480,I Still Haven't Found What I'm Looking For - Remastered 2007,35,0.0351,100.891,4
1417,0.124,The Cars,1,0.504,0.5820000000000001,0.606,False,0.00139,6,0.151,-9.961,234493,Drive,71,0.0289,111.441,5
1418,0.596,Roy Orbison,1,0.667,0.649,0.618,False,1.46e-06,9,0.192,-10.728,210266,You Got It,68,0.0265,114.688,4
1419,0.0674,,1,0.935,0.7490000000000001,0.6990000000000001,,0.0019199999999999,1,0.0763,-13.108,304506,Easy Lover,70,0.0371,128.904,4
1420,0.261,Daryl Hall & John Oates,1,0.912,0.737,0.569,False,0.311,5,0.046,-6.702000000000001,190706,You Make My Dreams,64,0.0553,167.196,4
1421,0.103,The Outfield,0,0.5820000000000001,0.555,0.757,False,1.16e-06,1,0.0631,-7.867999999999999,221840,Your Love,72,0.0601,129.607,4
1422,0.326,Joan Jett & The Blackhearts,1,0.901,0.535,0.716,False,0.0,4,0.659,-5.025,175173,I Love Rock 'N Roll,66,0.0431,94.379,4
1423,0.0351,,0,0.812,0.727,0.685,,4.429999999999999e-05,11,0.0973,-7.159,271893,Maneater,76,0.0398,88.75,4
1424,0.0962,The Pointer Sisters,0,0.7979999999999999,0.59,0.868,False,0.000322,5,0.442,-5.832000000000001,230640,I'm So Excited,67,0.048,184.348,4
1425,0.273,Alannah Myles,1,0.469,0.754,0.366,False,9.04e-05,8,0.106,-10.07,287440,Black Velvet,72,0.0312,91.147,4
1426,0.052,Starship,1,0.6559999999999999,0.6609999999999999,0.908,False,0.0,5,0.0708,-4.897,296080,We Built This City,75,0.039,144.091,4
1427,0.5760000000000001,Cyndi Lauper,1,0.324,0.7240000000000001,0.436,False,1.19e-06,0,0.0908,-9.321,243066,Time After Time,74,0.0282,130.439,4
1428,0.000147,AC/DC,1,0.257,0.501,0.889,False,0.0114,4,0.217,-5.175,292880,Thunderstruck,82,0.0364,133.519,4
1429,0.0986,Wham!,1,0.815,0.607,0.795,False,0.0,0,0.059,-5.1370000000000005,232280,Wake Me Up Before You Go-Go - Remastered,62,0.0496,81.298,4
1430,0.1689999999999999,,1,0.518,0.526,0.515,,0.000816,9,0.181,-11.169,234493,Arthur's Theme (Best That You Can Do) - Remastered Version,69,0.0389,136.543,4
1431,0.0332,,0,0.353,0.539,0.858,,0.000347,6,0.0562,-4.638999999999999,239120,The Final Countdown,58,0.0444,117.841,4
1432,0.42,Alphaville,0,0.3329999999999999,0.489,0.483,False,0.0028,9,0.236,-9.466,226706,Forever Young,77,0.0275,136.822,4
1433,0.126,Paul Simon,1,0.851,0.777,0.725,False,0.0108,5,0.0917,-9.012,276360,You Can Call Me Al,69,0.047,128.349,4
1434,0.0416,,1,0.183,0.3829999999999999,0.57,,0.00683,10,0.746,-7.019,522306,Purple Rain,16,0.0318,114.147,4
1435,0.08,,1,0.841,0.84,0.654,,0.000259,3,0.063,-12.135,245800,Give It Up,63,0.0621,125.68,4
1436,0.4029999999999999,,1,0.92,0.7659999999999999,0.772,,0.0584,0,0.183,-9.362,220893,Just Can't Get Enough,71,0.0353,128.166,4
1437,0.2,Matthew Wilder,1,0.7809999999999999,0.901,0.654,False,0.0,10,0.165,-10.15,180240,Break My Stride,62,0.0655,110.131,4
1438,0.414,,1,0.743,0.705,0.847,,3.21e-06,6,0.406,-2.588,228120,Girls Just Want to Have Fun,70,0.0361,120.527,4
1439,0.243,Stevie Wonder,1,0.65,0.748,0.551,False,1.57e-06,1,0.0943,-9.054,262240,I Just Called To Say I Love You,71,0.0239,113.535,4
1440,0.368,,1,0.3879999999999999,0.583,0.602,,0.0,11,0.22,-6.364,229240,You're The Inspiration - 2006 Remastered Version,72,0.0274,74.008,4
1441,0.0298,Starship,1,0.534,0.643,0.8009999999999999,False,0.0,6,0.0719,-4.921,270333,Nothing's Gonna Stop Us Now,75,0.0228,95.988,4
1442,0.0852,,1,0.63,0.4539999999999999,0.91,,0.0988,6,0.1159999999999999,-7.766,354520,Sweet Child O' Mine,81,0.0446,125.116,4
1443,0.0575,,0,0.643,0.662,0.644,,0.000481,2,0.0645,-9.367,510933,Money For Nothing,73,0.0394,134.213,4
1444,0.4379999999999999,,1,0.696,0.569,0.402,,0.0,0,0.134,-10.151,162506,Tainted Love,26,0.0433,144.635,4
1445,0.135,Laura Branigan,1,0.8759999999999999,0.775,0.866,False,0.0376,9,0.152,-3.5980000000000003,295066,Gloria,69,0.0295,131.34,4
1446,0.0119,Cutting Crew,0,0.499,0.632,0.727,False,7.64e-05,11,0.0678,-11.209,278626,(I Just) Died In Your Arms,72,0.0438,124.919,4
1447,0.2319999999999999,George Michael,0,0.8,0.583,0.545,False,0.0,2,0.133,-11.698,302600,Careless Whisper,68,0.0351,153.25,4
1448,0.123,,1,0.821,0.5529999999999999,0.838,,3.01e-05,0,0.053,-5.824,244106,Jump - Remastered Version,67,0.0317,129.893,4
1449,0.103,,0,0.6970000000000001,0.688,0.858,,0.000118,5,0.147,-6.496,229466,I'm So Excited,71,0.0348,92.253,4
1450,0.551,Phil Collins,1,0.298,0.446,0.239,False,4.1e-06,0,0.0697,-13.945,336453,In The Air Tonight - 2015 Remastered,77,0.0316,189.507,4
1451,0.00773,David Bowie,1,0.725,0.643,0.627,False,0.00259,8,0.123,-10.972,248586,Let's Dance - Single Version [Remastered],55,0.0405,114.477,4
1452,0.405,,1,0.802,0.461,0.918,,0.00033,4,0.126,-8.507,249960,Walk Of Life,38,0.0959,172.435,4
1453,0.184,,0,0.961,0.7340000000000001,0.7440000000000001,,0.0,9,0.181,-8.103,238000,Don't You Want Me - 2002 - Remaster,23,0.0391,117.651,4
1454,0.0094,George Michael,1,0.607,0.887,0.48,False,3.58e-05,11,0.0662,-11.994000000000002,193200,Faith - Remastered,75,0.1169999999999999,95.846,4
1455,0.1639999999999999,,1,0.954,0.7959999999999999,0.693,,1.77e-05,2,0.0408,-6.02,218906,She Drives Me Crazy,25,0.0413,108.8,4
1456,0.134,Lionel Richie,1,0.764,0.741,0.5760000000000001,False,0.00795,1,0.0502,-12.044,260426,All Night Long (All Night) - Single Version,38,0.0487,108.787,4
1457,0.0113,,1,0.7440000000000001,0.899,0.237,,0.0015199999999999,7,0.098,-14.805,227493,Kiss (45 Version),50,0.102,111.503,4
1458,0.461,The Weather Girls,0,0.4579999999999999,0.66,0.927,False,5.73e-05,5,0.6990000000000001,-5.867000000000001,211533,It's Raining Men,60,0.156,136.247,4
1459,0.3989999999999999,Don Henley,1,0.8590000000000001,0.516,0.7759999999999999,False,0.00128,6,0.21,-6.409,288333,The Boys Of Summer,31,0.0412,177.399,4
1460,0.0169,,1,0.475,0.273,0.952,,0.0112,11,0.142,-8.762,405640,Paradise City,77,0.0841,100.269,4
1461,0.506,,1,0.346,0.7440000000000001,0.545,,0.0977,0,0.0649,-9.361,328293,True,68,0.0297,97.409,4
1462,0.0874,Bill Medley,0,0.385,0.7,0.7809999999999999,False,0.00342,6,0.059,-8.255,289066,(I've Had) The Time of My Life,63,0.0507,108.695,4
1463,0.0613,Berlin,1,0.547,0.497,0.7190000000000001,False,0.0,6,0.411,-9.397,255733,"Take My Breath Away - Love Theme from ""Top Gun""",72,0.0266,95.769,4
1464,0.0267,,1,0.7120000000000001,0.524,0.802,,3.83e-06,0,0.2239999999999999,-5.13,190840,Our House,62,0.0432,121.35,4
1465,0.0531,Roxette,1,0.541,0.634,0.838,False,8.34e-06,2,0.0522,-5.363,237320,The Look,70,0.0413,95.011,4
1466,0.134,Mr. Mister,0,0.4429999999999999,0.286,0.5,False,4.57e-05,1,0.108,-14.281,343933,Broken Wings,63,0.0357,99.162,4
1467,0.2019999999999999,,1,0.8370000000000001,0.623,0.94,,0.0018399999999999,0,0.0472,-5.731,210133,Invisible Touch - Remastered 2007,66,0.0365,131.037,4
1468,0.0408,,0,0.879,0.614,0.928,,0.00104,8,0.0845,-4.806,200560,Bye Bye Bye,71,0.0516,172.65599999999998,4
1469,0.537,Michael Jackson,1,0.102,0.534,0.485,False,1.79e-06,9,0.104,-8.045,384306,Heal the World,70,0.0467,80.923,4
1470,0.0522,Diddy,1,0.925,0.862,0.479,False,0.00126,7,0.589,-9.199,301520,I'll Be Missing You (feat. 112),75,0.0646,109.878,4
1471,0.000807,,1,0.6509999999999999,0.409,0.892,,0.0,2,0.207,-4.373,258613,Wonderwall,23,0.0336,174.426,4
1472,0.0163,,1,0.306,0.299,0.613,,0.00359,7,0.368,-9.012,306410,Zombie,82,0.0347,166.96,4
1473,0.00125,The Goo Goo Dolls,0,0.497,0.315,0.715,False,7.97e-06,11,0.0942,-8.072000000000001,289533,Iris,77,0.0362,155.925,3
1474,0.107,,0,0.901,0.607,0.802,,0.0,5,0.305,-6.849,219600,Mambo No. 5 (A Little Bit of...),27,0.4029999999999999,174.201,4
1475,0.1159999999999999,,1,0.455,0.529,0.741,,1.23e-06,3,0.0736,-5.6610000000000005,205239,Kiss Me,25,0.0268,100.004,4
1476,0.0303,Oasis,1,0.2239999999999999,0.349,0.912,False,8.03e-06,0,0.12,-3.603,287826,Don't Look Back in Anger,59,0.0692,164.00099999999998,4
1477,0.0746,,1,0.599,0.5589999999999999,0.928,,5.56e-05,5,0.696,-3.04,244813,Torn,72,0.0355,96.315,4
1478,0.00526,Ace of Base,1,0.87,0.7070000000000001,0.628,False,8.209999999999999e-05,11,0.104,-9.684,211213,All That She Wants,68,0.0877,187.548,4
1479,0.631,Björk,1,0.2,0.474,0.136,False,0.0,3,0.0717,-14.114,217733,It's Oh So Quiet,52,0.0595,124.412,3
1480,0.218,Dave Matthews Band,1,0.485,0.529,0.654,False,0.00233,4,0.102,-10.04,316333,Crash into Me,61,0.0367,101.258,4
1481,0.352,,0,0.767,0.5670000000000001,0.602,,0.0,11,0.15,-8.619,204586,Would I Lie To You?,20,0.0786,202.351,4
1482,0.0187,Dave Matthews Band,1,0.846,0.637,0.856,False,1.99e-05,2,0.0157,-4.34,271186,Ants Marching,51,0.034,113.32,4
1483,0.0372,,1,0.415,0.6409999999999999,0.63,,0.0,8,0.4,-6.393,241933,Gangsta's Paradise (feat. L.V.),27,0.0521,79.955,4
1484,0.00293,Green Day,1,0.7809999999999999,0.442,0.943,False,8.71e-06,3,0.091,-3.205,181533,Basket Case,81,0.0602,85.064,4
1485,0.0767,,0,0.82,0.672,0.841,,0.0,9,0.135,-5.992000000000001,267733,Losing My Religion,28,0.0285,125.437,4
1486,0.2,,0,0.752,0.6629999999999999,0.838,,0.000177,0,0.0782,-5.744,255133,Enjoy the Silence,71,0.0286,112.788,4
1487,0.735,Mariah Carey,1,0.178,0.501,0.3779999999999999,False,0.0,4,0.119,-9.37,257733,Hero,71,0.0289999999999999,119.987,4
1488,0.63,,1,0.21,0.5870000000000001,0.493,,0.0,8,0.2239999999999999,-8.368,289226,Kiss From A Rose,55,0.0296,131.727,3
1489,0.4029999999999999,Savage Garden,1,0.816,0.555,0.698,False,0.0,0,0.0851,-8.874,277266,Truly Madly Deeply,72,0.0287,168.12,4
1490,0.13,,1,0.508,0.6509999999999999,0.946,,0.0,6,0.148,-4.717,228333,Virtual Insanity - Remastered,59,0.1009999999999999,91.911,4
1491,0.00476,Fatboy Slim,1,0.126,0.5720000000000001,0.987,False,0.00679,7,0.348,-6.259,241466,The Rockafeller Skank - Short Edit,49,0.281,152.636,4
1492,0.0874,Skunk Anansie,1,0.312,0.563,0.536,True,0.000105,10,0.1639999999999999,-9.488,207360,Hedonism (Just Because You Feel Good),51,0.0286,81.094,4
1493,0.0409,,1,0.303,0.541,0.6920000000000001,,0.000178,7,0.108,-7.056,324840,If It Makes You Happy,62,0.0278,95.446,4
1494,0.2739999999999999,No Doubt,0,0.5820000000000001,0.499,0.7609999999999999,False,9.38e-06,5,0.1369999999999999,-5.436,262746,Don't Speak,66,0.0367,76.118,4
1495,0.000154,,1,0.583,0.5479999999999999,0.742,,3.97e-05,0,0.109,-6.5360000000000005,236040,Save Tonight,59,0.0337,119.496,4
1496,0.0279,Fugees,0,0.506,0.765,0.29,False,1.02e-06,4,0.5710000000000001,-17.117,298773,Killing Me Softly With His Song,72,0.139,92.409,4
1497,0.259,Eiffel 65,0,0.765,0.8220000000000001,0.969,False,0.000162,7,0.39,-11.470999999999998,283747,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,70,0.0582,128.007,4
1498,0.21,Christina Aguilera,1,0.912,0.627,0.8,False,0.000123,1,0.1369999999999999,-6.945,217573,Genie in a Bottle,73,0.162,175.815,4
1499,0.00328,DJ Jazzy Jeff & The Fresh Prince,1,0.444,0.614,0.752,False,0.0,7,0.379,-6.271,237093,Summertime - Single Edit,55,0.0652,95.018,4
1500,0.00137,Skee-Lo,1,0.5720000000000001,0.669,0.809,False,0.0,7,0.38,-7.146,249293,I Wish,59,0.147,97.885,4
1501,0.0449,Whitney Houston,1,0.474,0.77,0.471,False,3.95e-06,7,0.0669,-9.578,260120,My Love Is Your Love,58,0.156,82.515,4
1502,0.0528,Big Mountain,0,0.7759999999999999,0.6509999999999999,0.747,False,0.0,1,0.207,-7.269,249520,"Baby, I Love Your Way",73,0.0699,147.518,4
1503,0.0111,,1,0.889,0.8140000000000001,0.862,,0.0289,7,0.026,-4.41,187710,The Sign,16,0.0442,97.008,4
1504,0.0274,New Kids On The Block,1,0.882,0.787,0.63,False,6.69e-06,0,0.161,-12.295,267293,Step by Step,63,0.0609,125.347,4
1505,0.0021,Red Hot Chili Peppers,0,0.3279999999999999,0.5920000000000001,0.767,False,0.00165,9,0.127,-2.7880000000000003,329733,Californication,82,0.027,96.483,4
1506,0.0505,Metallica,0,0.17,0.5579999999999999,0.364,False,5.02e-06,4,0.0753,-11.258,388733,Nothing Else Matters,29,0.0265,142.171,3
1507,0.251,SNAP!,0,0.759,0.794,0.7559999999999999,False,0.000611,9,0.122,-11.331,225866,"Rhythm Is A Dancer - 7"" Edit",23,0.0343,124.25,4
1508,0.3,Dido,0,0.765,0.725,0.583,False,0.000215,1,0.0665,-9.942,218360,Thank You,69,0.0424,79.984,4
1509,0.0149,,1,0.7509999999999999,0.726,0.679,,1.49e-06,1,0.0837,-6.218999999999999,235973,Say You'll Be There - シングル・ミックス,68,0.0473,107.02,4
1510,0.0799,,1,0.723,0.6409999999999999,0.914,,6.54e-05,2,0.132,-4.798,208400,Just A Girl,27,0.05,107.996,4
1511,0.0148,Technotronic,0,0.715,0.8859999999999999,0.8440000000000001,False,4.36e-06,10,0.0494,-9.224,320306,Pump Up The Jam,57,0.0734,124.602,4
1512,0.281,Sophie B. Hawkins,1,0.42,0.563,0.8059999999999999,False,1.49e-05,2,0.363,-6.8260000000000005,323400,Damn I Wish I Was Your Lover,56,0.0496,95.188,4
1513,0.0132,Soul Asylum,1,0.561,0.613,0.72,False,0.0,0,0.104,-7.957000000000001,265866,Runaway Train,70,0.0425,117.341,4
1514,0.027,Vanilla Ice,1,0.675,0.98,0.535,False,1.68e-06,2,0.104,-16.035,271466,Ice Ice Baby,66,0.0579999999999999,115.744,4
1515,0.0726,Culture Beat,0,0.391,0.703,0.997,False,0.0235,9,0.123,-7.666,257466,Mr. Vain - Original Radio Edit,69,0.0399,132.872,4
1516,4.91e-05,Right Said Fred,0,0.836,0.6829999999999999,0.7390000000000001,False,0.0122,11,0.293,-12.831,170466,I'm Too Sexy,63,0.0495,122.113,4
1517,0.0788,Janet Jackson,1,0.496,0.873,0.591,False,0.0071,7,0.104,-8.942,301200,Together Again,68,0.102,123.091,4
1518,0.0204,,1,0.241,0.481,0.865,,1.24e-06,7,0.17,-5.497999999999999,273533,Closing Time,33,0.0283,92.086,4
1519,0.00437,,0,0.7609999999999999,0.667,0.818,,0.7609999999999999,8,0.288,-9.149,217573,Better Off Alone,73,0.0594,136.957,4
1520,0.0105,,0,0.8190000000000001,0.762,0.6459999999999999,,2.14e-06,10,0.0406,-8.69,330080,Close To You,56,0.092,95.992,4
1521,0.0783,The Cranberries,1,0.204,0.439,0.434,False,4.8700000000000005e-05,7,0.14,-14.918,274706,Linger,77,0.0265,94.845,4
1522,0.25,Alanis Morissette,1,0.37,0.295,0.593,False,0.0,11,0.236,-7.572,225933,Ironic,60,0.0555,85.48200000000001,4
1523,0.018,Lenny Kravitz,1,0.7290000000000001,0.586,0.872,False,0.0,7,0.622,-5.066,221332,Fly Away,71,0.0483,159.925,4
1524,0.00016,Nirvana,0,0.539,0.5,0.8240000000000001,False,0.00161,4,0.0916,-5.846,218920,Come As You Are,77,0.0388,120.125,4
1525,0.0191,,0,0.722,0.867,0.531,,0.0401,6,0.0429,-8.753,227453,Tom's Diner,23,0.044,99.136,4
1526,0.0352,,1,0.526,0.624,0.879,,0.575,1,0.127,-6.662999999999999,225973,Praise You - Remastered,18,0.0488,109.73,4
1527,0.642,Shania Twain,1,0.74,0.675,0.888,False,0.0,10,0.36,-3.018,233000,Man! I Feel Like A Woman!,34,0.0439,124.961,4
1528,0.00271,Weezer,1,0.7709999999999999,0.556,0.92,False,0.00021,8,0.1169999999999999,-4.606,159226,Buddy Holly,17,0.0367,121.138,4
1529,0.037,Drake,1,0.0371,0.7659999999999999,0.271,True,0.0,0,0.175,-5.697,262453,Jaded,78,0.0412,116.02,4
1530,0.108,Bryson Tiller,1,0.2739999999999999,0.53,0.433,True,0.0,6,0.135,-10.598,194613,Exchange,81,0.185,160.14,4
1531,0.111,The Weeknd,0,0.508,0.586,0.525,False,0.0,1,0.134,-7.162999999999999,260253,Die For You,79,0.0615,133.629,4
1532,0.841,Drake,0,0.123,0.397,0.172,True,6.78e-05,6,0.108,-15.698,265120,Doing It Wrong,72,0.0445,101.275,4
1533,0.0275,Miguel,0,0.504,0.684,0.603,False,0.0003109999999999,11,0.191,-8.127,195373,Sure Thing,75,0.0989,81.0,4
1534,0.626,Drake,0,0.4479999999999999,0.738,0.491,True,0.0,1,0.126,-9.726,322160,From Time,71,0.413,94.378,4
1535,0.716,Chance the Rapper,1,0.5579999999999999,0.505,0.397,True,0.0,5,0.0853,-9.349,219683,Juke Jam (feat. Justin Bieber & Towkio),76,0.324,95.063,1
1536,0.389,Kehlani,1,0.516,0.746,0.5379999999999999,True,0.0,10,0.139,-6.479,262520,The Way (feat. Chance the Rapper),71,0.32,101.018,4
1537,0.00959,The Weeknd,1,0.326,0.6579999999999999,0.591,True,5.27e-06,9,0.325,-5.197,323746,Wicked Games,76,0.0309,114.078,4
